,Ultimate Parent Name,Country,Ultimate Parent ISIN,Latitude,Longitude,ExposureScore_Composite_ModerateHigh_2020,ExposureScore_Composite_ModerateHigh_2030,ExposureScore_Composite_ModerateHigh_2040,ExposureScore_Composite_ModerateHigh_2050,ExposureScore_Composite_ModerateHigh_2060,ExposureScore_Composite_ModerateHigh_2070,ExposureScore_Composite_ModerateHigh_2080,ExposureScore_Composite_ModerateHigh_2090
13277,HeidelbergCement AG,Egypt,DE0006047004,29.970399,31.274457,68,65,65,64,63,61,60,63
4890,Ministry of Finance,Poland,,50.77926,19.13036,77,79,81,86,86,88,89,91
32250,Deutscher Sparkassen- und Giro,Germany,,49.234274,6.989649,69,72,70,72,75,75,79,82
1101,Groupe BPCE,France,,46.15721,-1.14978,77,79,81,84,85,86,88,89
36795,Lloyds Banking Group plc,United Kingdom,GB0008706128,53.5426,-2.114316,75,76,73,75,77,78,80,84
48953,Banco Santander S.A.,Spain,ES0113900J37,38.3436,-0.490704,64,68,67,69,71,74,76,77
50940,Bank of Comms Co. Ltd.,China,CNE100000205,29.59702,120.83,70,72,72,75,77,77,79,82
53300,India,India,,26.90538,75.8466,81,77,73,74,73,71,69,72
23239,Intesa Sanpaolo S.p.A.,Albania,IT0000072618,41.3222,19.81972,81,83,81,83,83,85,87,88
22825,Howmet Aerospace Inc.,United Kingdom,US4432011082,53.45005,-1.934717,77,78,76,78,81,83,85,88
16402,China,China,,33.97425,116.8071,58,63,63,65,66,65,67,69
10384,Invest Capital,Bulgaria,,41.62592,25.36885,80,83,83,86,86,88,90,91
2139,BAWAG Group AG,Austria,AT0000BAWAG2,48.4159,15.61937,63,71,67,75,81,85,88,88
25661,India,India,,25.98744,82.57254,80,78,75,74,74,71,71,75
1477,Vietnam Export Import Comm,Vietnam,VN000000EIB7,10.36671,106.3554,67,67,67,67,69,67,69,66
10481,India,India,,25.1474,75.84544,77,74,69,70,71,69,69,71
18890,India,India,,27.58814,78.0529,74,73,70,66,68,66,64,69
9391,The Saudi National Bank,Turkey,SA13L050IE10,41.03997,28.88156,77,80,81,82,83,84,87,88
42389,Société Générale Société anony,France,FR0000130809,43.32973,5.143582,74,78,74,80,83,85,88,88
20438,Wienerberger AG,Belgium,AT0000831706,50.7332,2.9316,82,84,83,86,88,91,93,93
15926,China Jinmao Hldgs. Group Ltd.,China,HK0817039453,31.24976,120.52621,77,78,79,81,83,83,85,86
56337,India,India,,27.95305,80.20729,81,79,77,75,74,73,71,76
40228,India,India,,23.53482,85.72176,67,63,60,58,58,56,60,65
28449,India,India,,13.14647,80.2976,69,67,66,67,64,64,65,65
42155,India,India,,23.18226,75.77348,78,75,73,71,72,71,70,71
45547,Bank of Ningbo Co. Ltd.,China,CNE1000005P7,29.81956,121.2925,75,77,79,83,85,85,88,89
36027,KBC Group,Hungary,BE0003565737,47.89992,20.37083,61,62,61,65,69,71,74,76
33069,Banco Comercial Português S.A.,Poland,PTBCP0AM0015,51.11019,15.58872,68,72,71,76,83,86,88,89
49900,India,India,,20.35421,73.76866,81,80,78,76,78,77,76,76
10553,China Banking Corp.,Philippines,PHY138161229,7.18875,124.5332,69,69,69,75,76,74,76,76
22103,Bank of Jilin Co.Ltd.,China,,43.84429,126.5528,63,62,58,59,56,58,61,59
24582,China,China,,35.54274,106.6651,69,74,75,76,81,82,82,84
3134,China Guangfa Bank,China,,28.56046,115.9234,64,66,68,67,71,72,74,75
45172,Digi Communications N.V.,Romania,NL0012294474,44.429381,26.081033,73,75,78,79,80,81,83,84
1083,China,China,,32.69626,109.0358,62,64,63,66,70,71,75,75
20066,Banco Bilbao Vizcaya Argentari,Turkey,ES0113211835,40.73058,31.60513,68,71,74,80,86,90,91,90
6784,Banca Popolare di Sondrio S.p.,Italy,IT0000784196,44.49861,11.33415,80,81,79,81,84,85,86,88
50933,India,India,,12.34439,76.58227,78,76,74,73,72,74,72,73
11063,ICICI Bank,India,INE090A01021,20.24399,85.84991,68,68,64,64,64,67,73,73
5381,Société Générale Société anony,Romania,FR0000130809,46.55174,24.57431,72,74,72,75,77,79,80,82
48941,Banco Santander S.A.,Spain,ES0113900J37,42.03658,0.126939,80,85,83,88,89,92,94,94
49454,China Jinmao Hldgs. Group Ltd.,China,HK0817039453,30.89394,121.55276,76,75,79,83,86,86,89,89
9605,MOL Magyar Olaj- és Gázipari N,Hungary,HU0000153937,46.21534,20.28563,64,68,67,71,76,81,85,85
33985,Invest Capital,Bulgaria,,43.2705,26.92148,63,68,69,73,78,79,85,86
47820,Andritz AG,Germany,AT0000730007,51.311539,6.550623,69,71,73,79,83,87,90,90
12397,AB Sagax (publ),Sweden,SE0004635878,59.2837,17.94624,63,66,64,70,72,75,77,80
52870,RWE Aktiengesellschaft,United Kingdom,DE0007037129,50.8182,-1.327944,75,77,75,78,80,81,86,86
12700,Crédit Agricole Group,France,,45.54625,2.309216,75,77,73,77,81,83,88,88
22205,NatWest Group plc,United Kingdom,GB00B7T77214,55.61436,-4.665978,71,76,74,78,77,80,80,84
38888,Bank of Lanzhou Co. Ltd.,China,CNE1000056L9,36.10466,103.7122,56,57,60,56,68,69,71,73
33560,Huadong Medicine Co. Ltd,Italy,CNE0000011S1,45.490464,9.196954,66,68,64,68,70,71,76,77
6317,SASAC,China,,22.543096,114.057865,67,68,66,69,71,73,74,76
24244,China Vanke Co,China,CNE0000000T2,38.91926,121.61562,65,67,68,70,75,74,77,80
21610,State of Geneva,Switzerland,,46.22273,7.37525,72,74,70,70,74,73,77,76
19745,KBC Group,Belgium,BE0003565737,50.81516,4.37189,81,82,81,84,84,86,88,89
24610,Société Générale Société anony,France,FR0000130809,46.34062,2.601683,67,67,65,69,72,73,77,78
16078,India,India,,26.71053,78.05662,81,78,74,72,71,70,66,72
19441,BH Bank Société anonyme,Tunisia,TN0001900604,35.83103,10.62748,56,58,58,63,65,69,68,73
11031,Intesa Sanpaolo S.p.A.,Hungary,IT0000072618,47.17419,20.19353,65,69,68,74,79,81,86,88
38918,Woori Financial Group Inc.,South Korea,KR7316140003,37.6191,126.7191,76,77,75,78,83,83,86,88
23022,India,India,,12.99464,77.57495,71,69,66,63,64,64,64,65
30798,Mizrahi Tefahot Bank,Israel,IL0006954379,32.1811,34.87076,74,76,79,82,85,86,88,89
8793,Groupe BPCE,France,,48.82015,2.478205,70,72,71,77,79,81,83,84
770,IDBI Bank,India,INE008A01015,19.17052,83.41251,77,75,73,73,71,74,74,74
18145,India,India,,26.05305,83.18064,79,79,76,74,73,72,70,75
1098,China,China,,44.29547,86.03092,81,80,80,76,77,76,77,79
28792,Veolia Environnement SA,United Kingdom,FR0000124141,53.565974,-2.409557,78,79,76,78,80,83,85,88
56478,Guangzhou R&F Properties Co.,China,CNE100000569,33.84322,115.77302,58,62,62,63,64,64,66,67
29356,S&P Global Inc.,India,US78409V1044,13.066956,80.169304,72,72,69,70,68,71,71,70
21421,India,India,,26.1119,91.79789,55,57,56,57,59,65,67,71
36256,Münchener Rückversicherungs-Ge,United Kingdom,DE0008430026,53.62718,-0.64148,72,74,73,79,82,85,90,91
48629,ING Groep N.V.,Belgium,NL0011821202,51.06296,3.7157,81,82,80,83,83,85,87,88
13695,India,India,,17.36502,78.42802,80,78,76,74,76,74,74,73
49663,News Corp.,United Kingdom,US65249B1098,51.489256,-0.222783,78,81,77,79,81,81,84,85
27044,FirstRand Ltd.,Mozambique,ZAE000066304,-25.04692,33.64457,60,59,58,64,70,73,76,75
34749,BNP Paribas,Switzerland,FR0000131104,46.203907,6.141825,68,68,63,68,72,73,77,76
2703,KBC Group,Belgium,BE0003565737,50.77802,3.447843,83,85,83,86,88,90,93,94
21210,China,China,,25.85825,114.9402,66,67,68,70,71,74,77,76
52778,SASAC,China,,37.37722,97.36972,74,73,74,72,73,76,76,75
50696,Walgreens Boots Alliance Inc.,United Kingdom,US9314271084,55.1322463,-6.6691603,75,76,76,80,80,84,85,88
46838,SB Group,Finland,,60.80481,25.7325,69,67,68,76,79,79,82,86
18531,Clayton Dubilier & Rice LLC,United Kingdom,,52.6110831,-1.6747792,71,72,71,75,79,79,82,84
26660,India,India,,22.31599,73.1593,72,70,71,68,70,70,70,72
27218,China,China,,29.03643,111.7208,64,64,67,68,74,73,74,76
11333,Bank of Africa,Morocco,MA0000012437,27.16225,-13.20294,33,35,36,40,43,46,51,56
11040,China,China,,45.59575,84.86047,76,76,76,74,72,71,72,74
9914,ENGIE SA,France,FR0010208488,45.97104,5.83488,70,73,69,75,80,82,88,87
52259,Société Générale Société anony,France,FR0000130809,43.56337,6.232628,74,78,74,81,85,86,90,91
34449,India,India,,15.39977,73.84076,40,39,40,41,47,47,52,56
6904,Crédit Mutuel Group,France,,43.71685,7.26137,70,71,69,72,74,76,80,80
19436,Bayer Aktiengesellschaft,Belgium,DE000BAY0017,51.2947,4.323872,66,68,66,70,71,73,76,78
14819,China,China,,34.72309,113.6329,72,77,80,79,80,80,80,82
26680,India,India,,27.17595,80.02821,82,79,76,74,74,71,69,73
39910,Iberdrola SA,Spain,ES0144580Y14,41.207578,-6.679392,68,69,70,73,72,70,70,69
47684,Colt Group S.A.,Italy,,45.496949,9.174315,66,68,64,68,70,71,76,77
50199,Stellar Cap Ptnrs Proprietary,South Africa,ZAE000198586,-26.099371,28.139425,78,78,76,82,86,88,89,91
44906,India,India,,23.23216,77.38815,81,79,76,74,74,75,72,74
25257,IDBI Bank,India,INE008A01015,14.61693,74.83174,73,74,70,72,74,73,73,75
53307,China,China,,24.8065,113.5718,70,70,73,75,77,79,82,82
30868,Netherlands,Netherlands,IT0005418915,53.53297,4.516833,29,30,24,22,23,22,22,23
52972,China Banking Corp.,Philippines,PHY138161229,14.58948,121.0371,77,76,76,79,80,81,83,82
14881,Bank of Comms Co. Ltd.,China,CNE100000205,23.13544,113.2969,63,64,62,64,68,67,69,72
7372,Co-Operative,United Kingdom,,52.5905513,-3.8478327,71,75,73,74,77,76,81,83
10276,Lotte Chemical Corp.,South Korea,KR7011170008,34.82645,127.672,75,77,80,84,85,88,89,90
16963,City Union Bank,India,INE491A01021,13.26231,76.47004,81,80,76,77,78,78,76,77
24446,Kennedy-Wilson Holdings Inc.,Ireland,US4893981070,53.33738,-6.26253,68,71,71,75,77,79,81,83
15680,Vukile Property Fund Ltd.,South Africa,ZAE000180865,-25.0074,29.74574,77,79,75,79,81,82,84,87
39624,Korea Electric Power Corp.,South Korea,KR7015760002,37.36528,127.14905,80,80,79,80,86,86,88,89
29760,Shell plc,United Kingdom,GB00BP6MXD84,51.503936,-0.117113,78,81,77,80,81,80,84,85
25255,Morocco,Libya,,26.35532,17.22817,71,71,70,68,68,68,68,68
6849,Bank of Comms Co. Ltd.,China,CNE100000205,32.12391,118.7258,61,63,62,67,70,70,70,74
14499,France,France,,45.7996,5.27007,71,74,69,75,81,84,89,89
36425,Qiagen N.V.,Austria,NL0012169213,48.20676,16.39418,61,65,63,67,70,73,76,77
41153,Bank Changsha,China,CNE100003F50,28.19403,112.9511,70,72,74,76,80,80,82,84
42160,Trane Technologies plc,South Korea,IE00BK9ZQ967,37.495185,126.882064,78,78,80,77,85,83,85,86
1150,NorthWest Healthcare Ppts REIT,Netherlands,CA6674951059,51.87954,4.53745,66,68,67,72,79,83,87,89
33598,Embraer S.A.,Netherlands,BREMBRACNOR4,52.31073,5.04424,70,74,72,79,83,85,88,89
13243,ICICI Bank,India,INE090A01021,21.2261,79.08296,73,68,63,64,62,60,65,64
20252,Co-Operative,United Kingdom,,56.4494668,-2.88102,70,75,73,77,77,81,82,85
7747,Shenzhen Municipal People's Gv,China,,22.57001,114.09916,67,68,66,69,71,73,74,76
29638,ICICI Bank,India,INE090A01021,19.00276,72.82852,46,55,56,54,57,59,64,64
21945,Groupe BPCE,France,,48.28857,6.94909,73,76,72,76,80,83,86,87
41447,China,China,,29.59458,103.4934,67,71,71,78,82,88,89,90
12950,RWE Aktiengesellschaft,Germany,DE0007037129,50.867147,6.83608,68,72,70,75,78,81,85,86
51425,China,China,,30.98222,118.0511,65,68,70,73,79,77,81,82
53643,Clayton Dubilier & Rice LLC,United Kingdom,,55.9942152,-4.7040662,72,76,74,78,78,80,79,83
2350,India,India,,16.91049,81.96659,58,54,47,52,53,56,55,61
42472,State of Vaud,Switzerland,,46.48811,6.730604,71,72,68,71,76,78,82,82
47031,ICICI Bank,India,INE090A01021,10.21726,76.20444,59,60,58,62,64,65,72,72
37259,China,China,,34.73042,112.138,75,80,81,81,83,84,84,86
23656,Cargill Inc,Spain,,41.40363,2.163337,74,74,71,74,76,78,80,79
4246,ING Groep N.V.,Italy,NL0011821202,37.51455,15.09173,76,77,77,79,80,82,83,85
1959,Republic of Turkey Ministry,Turkey,,37.76308,38.27413,63,62,62,62,67,66,70,75
7564,Banco Comercial Português S.A.,Poland,PTBCP0AM0015,51.92809,22.38108,74,74,78,79,81,80,81,83
18593,China,China,,22.5831,113.0989,72,71,71,73,76,77,79,79
460,ICICI Bank,India,INE090A01021,26.39056,74.37927,80,77,73,74,73,73,72,73
40444,India,India,,15.8947,74.65614,81,80,76,75,77,78,76,78
47457,India,India,,25.1919,75.87538,80,77,72,72,74,71,71,73
2543,China,China,,31.28989,120.6618,77,78,78,81,83,83,85,86
8148,Holcim Ltd,France,CH0012214059,49.37,1.99,77,80,78,87,89,92,93,93
46316,Erste Group Bank,Romania,AT0000652011,44.42369,26.04216,73,75,78,79,80,81,83,84
13812,UniCredit S.p.A.,Italy,IT0005239360,45.37858,10.50263,77,79,75,79,82,84,88,88
41229,Mindspace Bus Parks REIT,India,INE0CCU25019,19.18037,72.83275,46,55,56,54,57,62,75,80
26761,Samhällsbyggnadsbolaget i Nord,Sweden,SE0009554454,56.23203,12.85742,67,70,69,81,84,84,86,88
18563,China,China,,29.72536,106.9341,69,72,71,76,82,86,86,88
39064,IndusInd Bank,India,INE095A01012,31.65248,74.88725,78,74,74,74,73,72,71,74
5244,India,India,,29.65107,74.50467,80,75,75,74,74,71,71,74
11806,Handelsbanken,United Kingdom,SE0007100599,52.0823,-1.336239,80,82,80,84,88,90,92,92
9494,NEXT plc,United Kingdom,GB0032089863,55.8629772,-4.2524604,68,73,71,76,75,76,76,79
2518,Bank of Tianjin Co. Ltd.,China,CNE100002623,39.08344,117.232,66,67,62,58,60,59,62,62
54535,AB Sagax (publ),Sweden,SE0004635878,59.34827,17.96432,63,66,64,70,72,76,77,80
49525,Groupe Bruxelles Lambert SA,France,BE0003797140,45.67874,2.6469,75,76,72,77,80,82,87,86
40149,China,China,,34.02938,113.8095,72,78,78,78,79,79,80,81
7530,Hua Xia Bank,China,CNE000001FW7,31.13533,121.5723,72,73,75,78,81,81,83,84
11677,DBS Group Holdings Ltd,India,SG1L01001701,16.86561,79.55878,82,79,77,76,77,75,75,74
12294,India,India,,19.21887,73.09024,49,54,54,51,54,56,60,60
23389,South Korea,South Korea,,37.55015,127.1278,78,77,77,77,84,83,83,86
21774,P/F Bakkafrost,United Kingdom,FO0000000179,58.204,-6.89179,64,67,65,68,66,68,69,69
20466,Münchener Rückversicherungs-Ge,Germany,DE0008430026,50.93757,6.90757,65,68,66,69,72,73,77,79
29409,Valiant Holding,Switzerland,CH0014786500,47.16697,8.28953,71,73,67,71,74,77,81,82
19711,Powszechny Zaklad Ubezpieczen,Poland,PLPZU0000011,49.66046,21.15743,65,71,69,76,78,81,84,86
30977,Intesa Sanpaolo S.p.A.,Italy,IT0000072618,45.03165,11.4605,68,69,65,71,77,80,83,84
45688,China Jushi Co.,China,CNE000000YM1,30.630173,120.565098,70,70,71,75,77,77,78,79
7694,Stichting Administratiekantoor,Czech Republic,,49.17288,16.67454,66,72,70,75,79,84,85,86
29922,Crédit Agricole Group,Poland,,53.13762,17.60382,72,73,75,79,83,84,87,88
26309,India,India,,18.50664,77.6245,79,77,74,71,72,69,69,68
49224,Assicurazioni Generali S.p.A.,Italy,IT0000062072,45.95726,12.65929,71,74,71,74,76,77,80,81
13793,Bank of Cyprus Holdings PLC,Cyprus,IE00BD5B1Y92,35.14959,33.3598,67,71,72,71,70,71,71,71
23279,Erste Group Bank,Romania,AT0000652011,46.57373,26.91404,67,68,68,73,77,78,79,81
32866,NatWest Group plc,United Kingdom,GB00B7T77214,51.50689,-0.146881,78,81,77,80,81,80,84,85
32375,China,China,,28.19484,91.02474,65,64,65,71,74,76,80,80
28263,Chen Ting Sen (PTC) Ltd.,China,,31.71817,119.59353,77,79,79,82,85,85,86,88
13674,Powszechny Zaklad Ubezpieczen,Poland,PLPZU0000011,53.14749,16.73934,68,69,71,73,75,76,79,79
47172,Republic of Turkey Ministry,Turkey,,36.80356,34.63075,78,81,83,82,82,86,87,89
17438,ING Groep N.V.,Netherlands,NL0011821202,53.29562,5.067088,51,55,55,63,69,71,75,79
27555,Ciena Corp.,United Kingdom,US1717793095,51.522237,-0.084782,78,81,77,80,81,80,84,85
1883,India,India,,17.95499,79.61996,83,80,78,76,77,76,76,75
7045,Americold Realty Trust,Portugal,US03064D1081,37.94536,-8.85477,68,67,68,67,66,65,64,64
8308,EDP - Energias de Portugal S.A,Portugal,PTEDP0AM0009,41.08422,-8.12997,76,77,78,80,83,83,88,89
14385,Co-Operative,United Kingdom,,53.1530492,-1.1607411,74,77,75,79,83,85,90,91
1482,JB Financial Group Co. Ltd.,South Korea,KR7175330000,35.1905,126.8089,72,75,77,78,81,83,83,85
37989,ENGIE SA,France,FR0010208488,45.38044,4.75823,71,73,69,73,78,80,86,85
51610,Hewlett Packard Entpr Co.,France,US42824C1099,48.829778,2.264137,67,69,68,74,76,79,81,81
33254,India,India,,20.85036,86.33525,63,59,54,56,56,56,63,65
4234,India,India,,23.925,73.95618,79,78,76,74,75,74,73,76
4884,Banco Santander S.A.,Poland,ES0113900J37,50.77176,16.2765,69,73,72,76,80,82,85,85
7220,India,India,,19.83998,75.23624,80,79,76,76,75,76,75,75
18398,McDonald's Corp.,United Kingdom,US5801351017,53.13961891,-1.331141244,75,76,75,78,82,84,88,90
47570,J Sainsbury plc,United Kingdom,GB00B019KW72,51.4617928,-0.0117031,78,81,76,79,81,81,84,85
46839,China,China,,25.74989,106.0742,69,72,76,82,87,90,90,91
22376,India,India,,18.9196,70.3159,35,35,37,37,42,45,48,52
7536,India,India,,10.71831,79.06157,76,75,75,75,75,78,76,78
6656,SASAC,China,,26.50264,115.1042,69,71,74,76,78,80,83,83
38619,China,China,,23.11232,113.2492,63,64,63,64,69,67,69,72
7609,India,India,,25.81985,74.9627,80,76,73,72,72,70,71,73
35684,India,India,,26.58538,86.1294,68,67,63,63,61,61,64,66
32319,China,China,,40.07688,113.3001,79,76,75,68,67,66,67,69
12493,China,China,,29.11208,119.3939,68,72,74,78,80,80,83,85
22623,Sparebanken Møre,Norway,NO0012483207,62.46317,6.36531,75,74,76,73,76,78,79,80
18055,India,India,,9.97919,76.47434,62,65,60,64,66,69,70,73
3156,Government of Dubai,Turkey,,41.03232,30.30733,68,71,76,82,85,88,90,91
26700,SASAC,China,,42.01921,121.66365,72,70,67,68,67,68,70,69
53690,India,India,,30.33925,76.83347,81,77,75,74,74,74,72,75
37129,SASAC,China,,22.87705,101.6495,66,70,78,81,83,89,89,90
5137,Shui On Land Limited,China,KYG811511131,30.61086,114.30648,62,64,67,68,71,69,73,73
8553,Fidim Srl,Italy,,41.10764,15.5316,84,87,85,88,89,92,94,95
37210,India,India,,18.53829,73.85098,82,82,78,76,77,75,76,76
47233,Credito Agrícola Group,Portugal,,37.51228,-8.059357,61,61,59,59,57,56,54,51
30199,Electronics for Imaging Inc.,India,US2860821022,28.567441,77.187741,64,58,52,50,51,47,44,53
41147,Korea Electric Power Corp.,South Korea,KR7015760002,37.517979,127.051022,79,77,78,78,84,84,84,86
39758,Shell plc,Nigeria,GB00BP6MXD84,4.824381,5.959056,62,66,62,62,63,62,68,70
33047,Tesco PLC,United Kingdom,GB00BLGZ9862,55.9333193,-3.2605885,70,76,74,77,77,82,83,86
3392,NEXT plc,United Kingdom,GB0032089863,52.5739128,-0.2443747,72,74,72,76,79,80,83,84
2491,India,India,,10.07302,78.7723,77,78,77,77,77,79,77,81
51167,Groupe BPCE,France,,46.24901,3.634902,75,76,76,79,83,85,90,89
22793,Polski Koncern Naftowy ORLEN S,Poland,PLPKN0000018,50.16288,19.450182,68,71,71,77,80,82,85,86
44192,China,China,,29.28182,105.1547,67,72,73,79,83,87,87,89
32701,China,China,,23.73499,112.9988,62,64,63,63,65,65,65,69
30679,Kotak Mahindra Bank,India,INE237A01028,12.93549,77.62476,80,79,77,75,76,76,76,76
51891,Unicaja Banco S.A.,Spain,ES0180907000,39.97819,-4.976857,77,76,75,82,82,83,86,89
25186,India,India,,22.51698,88.34132,63,62,53,54,56,53,56,61
1399,Groupe BPCE,France,,44.36059,2.002175,74,76,73,79,82,84,88,89
19958,KT Corp.,South Korea,KR7030200000,37.3390551,127.1093807,78,77,77,76,83,82,83,85
25683,India,India,,25.48237,80.33172,78,75,70,69,69,69,67,71
51841,McDonald's Corp.,United Kingdom,US5801351017,51.5115322,-0.1268954,78,81,77,80,81,80,84,85
47822,Spring REIT,United Kingdom,HK0000174232,52.46462,-1.83937,71,72,71,75,79,79,82,84
5561,China,China,,38.60218,108.8487,83,83,83,81,85,84,85,86
15296,Banco Bilbao Vizcaya Argentari,Spain,ES0113211835,36.99731,-1.894069,74,79,78,83,83,85,87,89
43429,Banca Transilvania S.A.,Romania,ROTLVAACNOR1,47.16269,27.56575,63,64,60,64,67,69,70,74
54395,China,China,,32.03696,118.7838,62,63,62,68,69,71,70,73
31200,China,China,,26.08901,103.1825,68,69,75,83,86,90,91,92
29994,Haci Ömer Sabanci Holding A.S.,Turkey,TRASAHOL91Q5,38.22906,27.9699,82,83,85,84,85,88,89,91
39213,China,China,,31.77375,96.31664,75,73,73,77,79,86,87,89
31155,India,India,,23.0298,72.5287,76,75,75,70,73,72,72,73
37303,HSBC Holdings plc,United Kingdom,GB0005405286,50.45397,-4.465299,74,76,75,80,79,80,84,84
29329,India,India,,17.35893,78.51947,81,78,76,75,76,75,74,74
25301,Kotak Mahindra Bank,India,INE237A01028,31.12701,76.12062,81,77,74,74,75,72,71,76
53963,India,India,,26.00638,92.85679,62,66,63,66,66,75,76,76
16811,India,India,,13.5762,74.86541,69,71,66,69,68,70,72,71
18616,Kotak Mahindra Bank,India,INE237A01028,23.04604,72.56172,76,75,75,70,73,72,72,73
36424,Fundación Bancaria Ibercaja,Spain,,41.65094,-0.915745,70,69,68,72,73,76,78,78
51540,China,China,,35.82397,115.5949,79,82,80,81,80,82,82,83
33753,China,China,,25.0852,102.7398,75,77,81,83,86,88,88,90
7276,India,India,,23.22885,72.7314,79,77,78,72,75,74,72,74
33754,China,China,,37.71008,112.7371,77,78,78,78,78,80,80,80
11153,Bank of Ireland Group Plc,Ireland,IE00BD1RP616,53.3483,-6.27507,68,71,71,75,77,79,81,83
15640,DCB Bank,India,INE503A01015,30.47861,74.53246,80,76,76,74,75,70,71,73
46911,Banco BPM S.p.A.,Italy,IT0005218380,41.9117,12.47531,80,81,81,83,85,86,87,89
36503,J Sainsbury plc,United Kingdom,GB00B019KW72,51.4931155,-0.1492999,79,81,77,79,81,81,84,85
2116,Axis Bank,India,INE238A01034,24.37832,71.6347,80,76,77,69,67,67,67,69
21647,ICICI Bank,India,INE090A01021,26.75539,83.36705,77,78,75,74,74,72,73,75
15171,NL Financial Investments,Netherlands,,51.86075,5.771164,70,72,73,80,83,87,89,90
16452,Enel SpA,Italy,IT0003128367,44.40269,8.90402,75,77,74,78,81,84,87,86
40517,India,India,,22.69137,88.46906,62,61,53,53,56,53,56,61
34244,Société Générale Société anony,France,FR0000130809,43.64228,-1.432528,70,69,68,72,71,74,78,81
24697,Riyad Bank,Saudi Arabia,SA0007879048,20.46791,45.56349,78,81,77,79,81,81,84,83
22865,India,India,,20.10339,83.16491,73,69,65,63,61,62,65,65
32309,China,China,,44.3051,86.03757,81,80,80,76,77,76,77,79
5745,UniCredit S.p.A.,Italy,IT0005239360,45.57551,12.67263,73,77,73,78,81,83,87,88
45105,China Vanke Co,China,CNE0000000T2,31.27859,121.07175,79,80,83,86,89,90,91,92
43252,Mizrahi Tefahot Bank Ltd.,Israel,IL0006954379,32.70562,35.30447,72,74,76,77,78,80,81,82
51101,Bank of Comms Co. Ltd.,China,CNE100000205,38.04418,114.575,76,75,72,66,65,66,67,67
36101,India,India,,24.46813,85.59164,76,74,69,68,69,64,68,72
29846,Guangdong Shunde Rural Comm Bk,China,,22.75372,113.2713,66,66,65,67,70,69,72,73
39893,CaixaBank S.A.,Spain,ES0140609019,38.83645,0.104332,62,66,65,69,68,72,74,75
45919,China,China,,29.50639,106.513,66,67,65,69,74,77,77,79
11858,Iberdrola SA,Spain,ES0144580Y14,42.775,-3.2072,81,84,81,86,87,90,93,93
1263,India,India,,26.44654,92.65641,62,67,63,66,65,73,74,76
22475,Compagnie Nationale du Rhône S,France,,45.84361,5.420556,71,74,69,75,81,84,89,89
17271,The PNC Finl Svcs Grp,France,US6934751057,49.86,2.51,77,83,82,88,90,92,93,93
46885,Grupo Cooperativo,Spain,,41.58679,-4.582958,84,85,86,89,90,91,94,94
28728,J Sainsbury plc,United Kingdom,GB00B019KW72,53.7322085,-2.519826,74,74,72,76,78,82,83,87
42214,Department for Transport,United Kingdom,,52.9075,-1.27661,74,76,75,79,84,85,90,91
21591,India,India,,20.67291,86.66524,62,62,58,61,61,61,69,71
18214,Chongqing Rural Commercial,China,CNE100000X44,30.83109,108.3798,66,69,69,77,83,85,86,89
54877,China Guangfa Bank,China,,37.78848,112.5623,78,79,79,77,79,80,81,81
8964,Shanghai Pudong Development,China,CNE0000011B7,31.20202,121.4498,79,80,81,84,86,86,87,88
20442,Starbucks Corp.,United Kingdom,US8552441094,53.2321011,-3.0068673,71,73,72,75,78,82,84,87
10355,Banca Transilvania S.A.,Romania,ROTLVAACNOR1,44.43509,26.09925,73,75,78,79,80,81,83,84
39145,BNP Paribas,Poland,FR0000131104,52.39063,16.8952,70,70,73,76,78,79,81,83
27967,BDO Unibank,Philippines,PHY077751022,14.62267,121.0537,77,76,76,79,80,81,83,82
25663,India,India,,13.08423,80.22255,72,72,69,70,68,71,71,70
55832,China,China,,24.90765,118.5868,72,70,72,74,73,75,77,80
23000,India,India,,30.65685,76.56761,81,78,74,74,74,74,71,75
37637,China,China,,37.38396,118.0203,74,78,77,77,77,78,80,81
11251,Banco Santander S.A.,Spain,ES0113900J37,40.94389,-4.103113,85,84,83,87,88,89,92,92
9167,Co-Operative,United Kingdom,,51.3590495,-2.3602321,74,75,75,80,81,82,87,88
13800,Primary Health Ppty Plc,United Kingdom,GB00BYRJ5J14,51.26501,-0.01005,77,80,77,81,85,85,88,89
3765,BNP Paribas,France,FR0000131104,16.25206,-61.28356,62,63,63,64,66,67,69,71
49986,Powszechny Zaklad Ubezpieczen,Poland,PLPZU0000011,51.62677,21.93547,70,72,72,79,81,82,83,88
4722,"Zhongming Zhiye Co., Ltd.",China,,38.909897,115.463156,78,79,76,70,70,70,71,71
52813,Banca Transilvania S.A.,Romania,ROTLVAACNOR1,47.16064,27.59244,63,64,60,64,67,70,70,74
22387,Shell plc,United Kingdom,GB00BP6MXD84,57.14621,2.261411,28,28,24,21,22,22,22,23
35529,Nestlé S.A.,Israel,CH0038863350,31.995758,34.94884,74,76,79,81,84,86,88,89
31380,Encavis AG,France,DE0006095003,50.5365,2.20477,82,83,81,86,88,90,93,93
18988,Republic of Turkey Ministry,Turkey,,37.86477,27.26299,82,83,83,83,83,84,86,87
49645,Mahindra & Mahindra Ltd.,India,INE101A01026,21.04155,79.03712,78,78,74,75,73,72,75,74
3160,Zhenro Properties Group Ltd,China,KYG9897E1098,24.72501,118.62,69,68,70,72,73,74,77,79
