,Ultimate Parent Name,Ultimate Parent ISIN,Asset ID,Latitude,Longitude,Activity Description,ExposureScore_Composite_ModerateHigh_2020,ExposureScore_Composite_ModerateHigh_2030,ExposureScore_Composite_ModerateHigh_2040,ExposureScore_Composite_ModerateHigh_2050,ExposureScore_Composite_ModerateHigh_2060,ExposureScore_Composite_ModerateHigh_2070,ExposureScore_Composite_ModerateHigh_2080,ExposureScore_Composite_ModerateHigh_2090
50716,China,,835994,37.08155,114.4691,Bank Branch,77,79,76,70,69,71,71,71
13371,China,,496339,27.3285,103.7113,Bank Branch,63,65,63,70,72,79,80,82
16735,China Vanke Co,CNE0000000T2,10148766,30.31975,120.1419,Multi-Use,76,77,77,80,82,81,83,83
29679,SASAC,,71040,35.82411,102.70542,Power Plant,60,59,65,64,73,78,81,83
56084,China,,388354,26.59657,106.7066,Bank Branch,63,66,67,71,76,79,80,82
35789,China,,448493,26.06135,119.2831,Bank Branch,73,74,74,76,76,79,80,81
24726,Jiangsu Shagang Co.,CNE000001P11,74,31.981374,120.635041,Steel,66,68,67,72,74,75,76,79
5756,Chongqing Rural Commercial,CNE100000X44,289640,30.08679,105.8615,Bank Branch,73,78,77,84,87,90,91,92
37336,China,,394581,25.48088,119.5571,Bank Branch,69,71,74,78,79,82,85,87
37584,Shenzhen Capchem Technology Co,CNE100000K15,4986056,22.757549,114.363409,Company Headquarters,73,73,73,75,77,78,80,82
13309,SASAC,,2379411,26.43296,118.6234,Electric Plant,73,74,77,81,81,83,85,86
44981,Industrial Bank,CNE000001QZ7,347587,27.0878,119.6417,Bank Branch,74,75,77,79,81,82,83,85
27484,China,,411867,23.11975,113.3212,Bank Branch,63,64,62,64,68,67,69,72
22198,China,,491248,37.45734,118.4982,Bank Branch,73,76,70,71,71,71,74,76
51370,China,,417232,46.72135,131.1445,Bank Branch,62,59,60,66,68,68,75,75
48953,China,,491233,19.10106,108.638,Bank Branch,55,60,59,57,61,62,65,66
33184,China,,497921,19.99932,110.3132,Bank Branch,70,73,74,75,78,81,83,83
25559,China,,448788,28.56571,115.9117,Bank Branch,64,66,67,67,71,72,73,75
7446,China,,429268,38.41697,77.23934,Bank Branch,68,65,61,63,65,67,68,68
12241,China,,409711,40.13936,117.1088,Bank Branch,76,75,73,72,73,71,73,73
699,China,,608478,23.13405,113.3185,Bank Branch,63,64,62,64,68,67,69,72
53319,China,,583921,31.32008,120.6584,Bank Branch,77,78,78,81,83,83,85,86
28820,Hua Xia Bank,CNE000001FW7,589502,39.14997,116.3911,Bank Branch,69,72,69,65,66,66,68,68
21767,China,,609199,29.04247,111.5465,Bank Branch,68,68,72,74,80,80,82,84
31871,Malayan Banking Berhad,MYL1155OO000,3163451,31.230416,121.473701,Instn Address,79,80,81,84,86,86,87,88
32385,China,,448040,31.41396,118.3687,Bank Branch,62,64,65,67,71,69,71,72
48990,SASAC,,365955,27.55288,112.9307,Electric Plant,69,72,75,76,79,81,83,85
17396,Bank Beijing,CNE100000734,595912,39.84007,116.3706,Bank Branch,78,79,78,69,72,70,72,72
8241,China,,498597,30.45756,112.753,Bank Branch,67,69,72,73,78,78,80,82
4074,China,,447698,29.30601,120.0575,Bank Branch,68,69,69,73,75,74,77,79
45207,China,,415267,38.10396,114.5183,Bank Branch,76,75,73,67,66,66,67,67
12115,China,,448381,24.71573,118.4739,Bank Branch,70,68,71,72,72,73,76,78
38642,China,,392056,22.54094,114.1251,Bank Branch,71,72,71,74,76,78,80,82
27408,Hangzhou United Rural,,746831,30.29827,120.1351,Bank Branch,76,77,77,80,82,81,83,83
7506,Beijing Municipal People's Gov,,10066319,18.72674,110.28994,Multi-Use,71,73,74,75,79,83,83,85
38802,China,,453467,29.56048,103.768,Bank Branch,66,72,72,80,85,88,88,88
5519,China,,420782,31.6235,120.1397,Bank Branch,78,80,80,83,86,87,87,89
2507,Huishang Bank,CNE100001QP7,770246,31.88895,117.4625,Bank Branch,66,70,69,71,74,73,76,76
25876,China,,388901,39.80165,116.5052,Bank Branch,78,79,78,69,72,70,72,72
6037,Yuexiu Property Co. Ltd.,HK0000745908,10140327,22.75221,112.97012,Multi-Use,69,71,71,72,76,77,79,81
3058,SASAC,,67417,38.3,109.74,Mining Property,82,80,80,78,81,81,81,83
27575,China,,418715,27.77853,112.936,Bank Branch,70,73,74,76,80,80,82,84
8684,Bank of Comms Co. Ltd.,CNE100000205,358914,29.89019,121.5513,Bank Branch,74,75,76,79,81,80,83,84
38241,Guangdong Aofei Data Technolog,CNE1000035X8,6333,23.12907982,113.2643585,Wholesale,63,64,62,64,68,67,69,72
34004,SASAC,,69381,35.52466,100.14478,Power Plant,64,61,64,65,73,80,81,82
47660,China,,443628,38.03439,114.5015,Bank Branch,76,75,73,67,66,66,67,67
7646,Gemdale Ppts & Invts Corp Ltd.,BMG3911S1035,10156695,22.71436,114.24644,Multi-Use,68,69,67,71,72,74,75,77
43370,Jiuquan Iron & Steel (Group),,332634,39.816803,98.289475,Steel,83,82,82,75,76,76,79,77
52045,China Vanke Co,CNE0000000T2,10134488,39.01396,117.68371,Multi-Use,64,66,61,59,60,59,62,62
45427,China,,444717,41.11485,121.1639,Bank Branch,73,74,71,75,75,73,78,79
19361,China,,498021,33.8888,116.8114,Bank Branch,61,68,68,71,73,73,75,77
12765,SASAC,,70108,36.36326,95.1756,Power Plant,76,72,71,69,72,76,76,75
24414,China,,71956,32.68442,116.90215,Power Plant,65,67,68,71,75,74,76,78
48962,Hangzhou United Rural,,532805,30.2926,120.1985,Bank Branch,76,77,77,81,82,81,83,83
4043,China,,517459,23.11791,113.3236,Bank Branch,63,64,62,64,68,67,69,72
38693,China,,758629,32.26858,119.1774,Bank Branch,65,65,66,70,72,73,73,76
7215,China,,415370,37.9272,115.2077,Bank Branch,78,78,76,70,69,70,71,71
7308,China,,632788,36.05436,103.8321,Bank Branch,56,57,61,57,68,69,72,74
31488,Chongqing Rural Commercial,CNE100000X44,290223,29.70582,106.3842,Bank Branch,69,72,70,77,82,86,86,88
49033,China,,500313,27.88097,102.2666,Bank Branch,59,63,64,74,75,80,82,83
32883,China,,423003,41.56832,108.5264,Bank Branch,81,79,79,77,80,80,81,82
14372,China Jinmao Hldgs. Group Ltd.,HK0817039453,10209958,35.88608,119.9565,Residential,76,79,81,78,81,84,84,87
33334,Hangzhou United Rural,,731032,30.31091,120.1651,Bank Branch,76,77,77,81,82,81,83,83
55834,China,,453482,29.58317,105.0566,Bank Branch,66,68,67,72,76,78,78,79
36137,Zhejiang Xiaoshan Rural Comm B,,604822,30.18182,120.3063,Bank Branch,67,69,69,74,76,74,76,78
46893,China,,455124,39.72456,98.49784,Bank Branch,79,77,77,75,76,78,80,77
41648,Kaidi Ecological & Envmntl Tec,CNE000001089,332450,42.04943,121.2741,Electric Plant,76,78,74,80,82,81,85,83
28755,Guangzhou Rural Commercial,CNE100002FR4,469995,22.82696,113.507,Bank Branch,70,69,69,71,74,76,78,79
51331,China,,414424,19.70964,109.2229,Bank Branch,58,62,64,62,63,64,67,67
9045,China,,415489,40.60946,118.4924,Bank Branch,65,63,61,59,58,58,60,61
9238,China,,446291,32.388,119.4569,Bank Branch,64,64,65,68,70,71,72,74
36997,China,,493391,31.76386,117.2513,Bank Branch,69,73,73,77,80,79,81,83
28747,Chongqing Rural Commercial,CNE100000X44,290485,29.4024,106.5402,Bank Branch,66,67,66,69,75,78,78,80
46891,China,,454731,34.65762,109.2088,Bank Branch,76,79,78,78,81,81,82,84
5052,China,,727367,39.0899,112.2064,Bank Branch,69,70,68,69,72,73,76,76
23382,SASAC,,3036080,29.534433,106.493662,Instn Address,67,68,65,70,75,77,78,80
11786,Chongqing City Construction,,3062773,29.56291,106.555609,Instn Address,67,67,65,69,74,77,77,80
47001,SASAC,,4978853,42.041321,119.28701,Company Headquarters,78,79,73,76,77,74,78,79
23159,China,,807671,42.91138,129.5202,Bank Branch,76,73,79,79,81,81,86,87
11605,Ping An Ins (Grp) Co. CN Ltd,CNE1000003X6,292884,31.39283,121.4841,Bank Branch,70,72,73,75,79,80,81,83
37468,China,,410955,35.53863,106.6825,Bank Branch,69,74,75,76,81,82,82,84
32394,China,,430768,28.98138,120.1598,Bank Branch,71,74,75,79,82,83,85,87
13798,China,,421093,31.88841,121.1677,Bank Branch,67,70,70,73,77,77,80,82
34243,China,,449518,36.59898,119.1394,Bank Branch,77,81,77,77,77,79,80,83
46578,China,,836909,30.8311,104.1651,Bank Branch,64,69,65,71,76,77,80,80
12178,China Merchants Bank,CNE000001B33,318805,23.11988,113.3163,Bank Branch,63,64,62,64,68,67,69,72
36749,China,,835972,37.89216,116.5421,Bank Branch,75,78,72,74,73,75,76,77
23244,China,,393935,30.28707,120.1511,Bank Branch,76,77,77,80,82,81,83,83
24589,China,,412837,22.57635,113.0861,Bank Branch,68,67,66,68,71,71,73,73
36721,China,,391147,32.64971,116.2561,Bank Branch,61,64,63,65,69,67,69,70
21925,China,,446391,31.86428,120.4067,Bank Branch,66,68,67,70,74,74,76,78
33962,Wheelock and Co. Ltd.,HK0020000177,10176139,31.3789,120.57012,Residential,77,78,78,81,83,83,85,86
31000,China,,419612,42.94482,126.0573,Bank Branch,69,72,69,72,72,71,77,79
46195,China,,393842,30.72816,121.3436,Bank Branch,72,72,75,77,80,79,82,83
41590,China,,608209,38.91801,121.6339,Bank Branch,65,67,68,70,75,74,77,80
50707,China,,836750,28.44131,117.9184,Bank Branch,65,68,68,70,72,74,76,76
33104,Zhejiang Geely Holding Group,,30122888,29.8,121.6,Engine,77,77,80,83,86,86,89,89
42148,China,,417788,30.55091,114.2531,Bank Branch,62,65,67,68,72,70,73,73
11989,China,,387997,28.20498,113.0179,Bank Branch,66,68,68,70,72,73,75,76
10274,China Suntien Green Energy Cor,CNE100000TW9,191267,34.92696,113.3428,Electric Plant,63,67,68,67,69,70,71,74
47653,Shanghai Rural Comm Bk,CNE100004QD7,295750,31.31587,121.3713,Bank Branch,69,71,72,74,79,79,81,82
20512,China,,411102,36.26535,107.9154,Bank Branch,80,82,81,82,85,86,87,88
56424,State-Owned Assets Supervision,,70819,36.953,102.49586,Power Plant,70,68,73,75,79,83,85,86
40069,CECEP Wind-power Corp. Co.,CNE100001T15,154990,37.26393,107.6006,Electric Plant,68,72,70,72,77,76,79,81
30211,China,,450311,34.76524,113.6153,Bank Branch,71,77,79,78,79,80,80,82
40185,SASAC,,70942,31.66225,102.02649,Power Plant,60,61,62,71,76,83,85,87
9121,Bank of Comms Co. Ltd.,CNE100000205,619087,30.57032,103.9628,Bank Branch,64,70,66,72,76,79,80,81
39223,Zhejiang Xiaoshan Rural Comm B,,512758,30.23056,120.5604,Bank Branch,72,73,75,80,82,82,85,86
12379,China,,419039,26.03005,113.2665,Bank Branch,70,72,75,78,80,82,84,85
55881,China,,429891,25.11369,99.16277,Bank Branch,63,64,67,72,75,80,83,84
17473,China Guangfa Bank,,384307,27.99437,120.6718,Bank Branch,75,76,77,79,81,82,82,84
38513,China,,494772,30.62135,118.9835,Bank Branch,66,69,70,75,78,78,81,83
6434,China,,500594,31.21371,107.495,Bank Branch,69,72,73,79,84,87,88,90
22393,China,,450130,34.65831,112.3959,Bank Branch,72,78,79,78,80,80,80,82
41103,Bank Ningxia Co.,,519422,38.47505,106.2627,Bank Branch,81,81,82,83,85,85,87,88
45500,China,,451233,26.77775,113.5392,Bank Branch,69,72,75,77,79,80,83,84
25255,China,,427382,30.68633,104.035,Bank Branch,64,69,66,71,75,78,81,81
55037,China,,791023,27.93195,120.809,Bank Branch,76,76,77,79,81,82,82,83
49070,China,,526420,26.49968,101.7345,Bank Branch,70,70,74,76,81,86,88,89
8955,Shanghai Pudong Development,CNE0000011B7,706579,31.36073,121.4059,Bank Branch,70,72,73,75,79,80,81,83
55856,China,,451284,26.58939,111.8681,Bank Branch,71,74,76,78,80,82,84,85
30643,China,,429279,43.92835,81.31155,Bank Branch,81,80,81,77,76,79,78,80
40146,SASAC,,174004,21.0497,109.083,Refinery,68,68,70,73,76,79,81,81
45220,China,,392122,23.26668,116.5975,Bank Branch,69,71,72,72,74,75,77,80
42606,China,,425352,36.84819,119.4611,Bank Branch,80,83,79,80,81,83,84,86
9333,Bank of Jiangsu Co. Ltd.,CNE100002G76,590040,30.20624,120.2687,Bank Branch,67,69,69,74,76,74,76,78
14448,Country Garden Holdings,KYG245241032,10183335,23.1883,112.91479,Residential,66,68,68,69,71,69,70,74
14110,Bank of Comms Co. Ltd.,CNE100000205,786759,22.54315,114.1163,Bank Branch,67,68,66,69,71,73,74,76
4062,SASAC,,382069,34.92608,111.0536,Electric Plant,68,73,75,75,78,80,80,82
32316,SASAC,,124720,36.26466,120.0333,Electric Plant,79,81,80,79,81,83,84,86
25360,SASAC,,221614,33.07961,119.6099,Electric Plant,67,68,69,75,76,80,80,83
35684,Bank of Comms Co. Ltd.,CNE100000205,843614,41.65933,123.3444,Bank Branch,75,74,70,75,75,74,80,79
18723,China,,807697,26.02257,119.3535,Bank Branch,73,74,74,76,76,79,80,81
45522,Midea Dev. Holding (BVI) Ltd.,,10214585,22.40598,113.54433,Multi-Use,74,73,74,76,79,81,83,84
12162,Guangdong Biolight Meditech Co,CNE1000015Q4,4812335,22.360186,113.599958,Company Headquarters,73,72,73,75,77,79,81,81
2827,China,,501930,21.54858,107.9815,Bank Branch,69,73,75,78,82,84,84,85
31263,Guangzhou Rural Commercial,CNE100002FR4,469959,23.3589,113.2888,Bank Branch,66,68,68,69,73,73,75,78
40132,China,,446279,32.3943,119.413,Bank Branch,64,64,65,68,70,71,72,74
5314,Shanghai Pudong Development,CNE0000011B7,726978,32.09146,112.1205,Bank Branch,63,66,68,70,74,76,78,80
42361,China,,410467,26.07604,119.3286,Bank Branch,73,74,74,76,76,79,80,81
7958,China,,604072,33.01118,112.5431,Bank Branch,73,77,78,77,78,80,81,82
41922,Jiangsu Changshu Rural Comm Bk,CNE100002RJ6,826124,31.67984,120.7341,Bank Branch,67,69,68,72,75,76,78,79
2647,Bank Liuzhou,,734478,24.98374,107.5533,Bank Branch,71,75,77,81,87,88,88,90
33803,Bank of Shanghai Co. Ltd.,CNE100002FM5,883404,31.39996,120.9477,Bank Branch,78,79,79,81,83,84,86,87
22908,China,,429372,43.25192,94.69052,Bank Branch,85,84,83,83,85,85,86,89
48068,Glorious Property Holdings Ltd,KYG3940K1058,10004109,45.73494,126.56038,Multi-Use,63,63,62,67,70,68,74,75
10740,Everbright Jiabao Co.,CNE0000006F8,4863693,31.23037,121.473701,Company Headquarters,79,80,81,84,86,86,87,88
13276,Bank of Zhengzhou Co. Ltd.,CNE1000023P0,576202,34.79854,113.6994,Bank Branch,71,77,79,78,79,80,80,82
9121,China,,417683,30.5397,114.6812,Bank Branch,66,68,72,75,78,76,79,80
19316,China,,393175,38.88356,121.6549,Bank Branch,69,72,71,76,79,79,83,84
38647,China,,427712,31.84975,106.7687,Bank Branch,66,68,69,75,78,79,81,81
3773,China,,492371,39.88017,116.4563,Bank Branch,78,79,78,75,78,76,77,78
15608,China,,527421,27.55101,109.9851,Bank Branch,67,68,70,70,75,76,76,79
8368,China,,583981,26.5793,106.724,Bank Branch,63,66,67,71,76,79,80,82
16248,China,,494401,37.87365,112.5845,Bank Branch,78,79,79,77,79,80,81,80
31117,People's Gvt Shandong Province,,868399,36.0077,119.3984,Bank Branch,78,81,78,77,79,81,81,85
51981,China,,451237,27.83907,113.1734,Bank Branch,69,72,74,75,79,80,82,84
5448,Bank of Shaoxing Co. Ltd.,,558362,29.50615,120.8857,Bank Branch,71,72,72,76,78,78,80,82
20798,China,,843438,34.75822,113.7084,Bank Branch,71,77,79,78,79,80,80,82
48906,Bank Xi'an Co.,CNE100003JB8,730630,34.36117,107.133,Bank Branch,76,80,79,82,84,85,85,87
3176,China Guangfa Bank,,384208,30.1711,121.2503,Bank Branch,72,72,74,77,79,79,83,83
12892,China,,583745,23.70996,117.1946,Bank Branch,73,75,77,78,79,81,84,85
49691,China,,415102,39.57153,116.5898,Bank Branch,80,81,81,72,74,73,75,75
44283,China,,431619,29.69744,107.4053,Bank Branch,69,72,71,77,84,87,88,90
51622,Bank of Tianjin Co. Ltd.,CNE100002623,507837,39.11058,117.2495,Bank Branch,66,67,62,58,60,59,62,62
21785,China,,608536,23.14095,113.2402,Bank Branch,63,64,63,64,69,67,69,72
54420,China,,387272,35.069,109.0756,Bank Branch,77,81,80,81,85,86,87,89
26672,SASAC,,71807,33.19464,113.11648,Power Plant,70,73,73,76,77,79,80,82
11395,China,,837125,25.45962,119.0089,Bank Branch,74,74,77,81,81,83,86,87
5421,China,,450917,31.04314,112.2056,Bank Branch,59,65,64,65,70,68,72,73
3012,Bank of Hangzhou,CNE100002GQ4,442059,40.12938,116.6637,Bank Branch,76,75,74,72,73,72,73,73
4178,China,,448951,28.2412,117.0453,Bank Branch,70,71,74,75,77,79,81,82
15660,China,,609395,30.93007,108.696,Bank Branch,65,69,69,76,83,84,86,88
30841,GCL Technology Holdings Ltd.,KYG3774X1088,70062,33.80306,119.63647,Power Plant,64,69,70,74,76,78,79,82
15457,China,,495412,34.69255,116.6138,Bank Branch,70,74,73,73,74,75,75,77
37432,China,,453060,24.69736,108.0671,Bank Branch,68,73,73,78,83,86,85,88
21358,China,,429300,44.05249,80.8759,Bank Branch,81,81,81,78,76,77,79,80
12022,China,,445226,45.78417,126.6335,Bank Branch,63,63,63,67,70,68,73,75
39302,China,,431486,29.8341,107.9848,Bank Branch,67,70,71,76,82,85,87,89
48989,SASAC,,55364,35.50396,116.7475,Mining Property,79,82,79,80,80,81,82,83
37737,China,,428475,29.88327,93.24411,Bank Branch,69,67,67,73,77,83,85,87
45463,CIFI Holdings (Group) Co. Ltd.,KYG2140A1076,10214262,41.8104,123.43798,Residential,76,74,69,76,75,75,80,80
15530,China,,501449,29.34241,120.3865,Bank Branch,71,74,74,79,82,82,85,87
1102,Bank Beijing,CNE100000734,752676,31.22939,121.5576,Bank Branch,80,80,82,84,86,86,88,88
22313,China,,517561,23.1116,109.5989,Bank Branch,64,64,65,65,69,72,68,72
48300,China,,444441,41.88941,123.9471,Bank Branch,78,78,72,80,81,80,86,85
13571,China,,832880,42.73518,124.7227,Bank Branch,69,68,64,73,76,74,83,81
4831,Bank of Tianjin Co. Ltd.,CNE100002623,507885,39.09342,117.2137,Bank Branch,66,67,62,58,60,59,62,62
4135,China,,416647,33.61366,114.6275,Bank Branch,61,63,62,64,65,65,67,69
49417,Asia Pacific Energy Fund Ltd.,,7539561,31.29904,120.585304,Company Headquarters,77,78,78,81,83,83,85,86
49781,China,,836726,27.13009,113.9571,Bank Branch,69,71,75,76,78,80,83,84
34566,Bank Inner Mongolia Co.Ltd,,553619,40.83398,111.7074,Bank Branch,81,79,79,78,81,80,81,83
43399,China,,391995,22.6377,114.0219,Bank Branch,65,66,64,68,70,72,72,75
30041,CIFI Holdings (Group) Co. Ltd.,KYG2140A1076,10155160,32.07958,120.80565,Residential,69,70,71,77,80,82,84,87
21923,SASAC,,9,26.565119,101.675036,Steel,64,67,68,73,78,82,83,83
1022,China,,444093,40.6579,109.8225,Bank Branch,74,73,78,77,80,81,82,81
55173,China,,582229,40.6086,115.0624,Bank Branch,78,75,74,65,65,64,67,68
29153,China,,388060,27.8614,112.9098,Bank Branch,67,68,69,70,73,74,76,78
46856,China,,609554,31.26763,120.6374,Bank Branch,77,78,78,81,83,83,85,86
47125,China,,419660,31.48331,120.3878,Bank Branch,78,80,81,85,87,88,89,90
6929,China,,630078,36.11005,120.4069,Bank Branch,79,80,82,80,83,85,84,87
39146,China,,421653,29.73905,116.2202,Bank Branch,66,69,73,74,78,78,80,82
55671,China,,583007,37.85801,112.5239,Bank Branch,78,79,79,77,79,80,81,80
2517,China,,388920,39.13051,117.1846,Bank Branch,66,67,62,58,60,59,62,62
5536,China,,420744,32.01402,118.7497,Bank Branch,61,63,62,67,70,70,70,74
14884,Bank of Comms Co. Ltd.,CNE100000205,357839,36.66886,117.9545,Bank Branch,70,69,65,67,65,65,67,67
51587,Hua Xia Bank,CNE000001FW7,717419,28.4,121.3776,Bank Branch,77,77,79,80,82,83,83,85
31326,China,,497009,37.60034,107.6037,Bank Branch,82,83,82,84,86,85,87,88
51304,China,,449257,36.64382,116.9817,Bank Branch,73,79,77,78,77,78,80,80
15492,China,,426940,30.67089,104.0172,Bank Branch,64,69,66,71,75,78,81,81
36262,China Minsheng Banking,CNE0000015Y0,4412079,39.907806,116.397583,Instn Address,78,79,78,75,78,76,77,78
49533,Industrial Bank,CNE000001QZ7,785921,36.09085,120.3733,Bank Branch,79,80,82,80,82,84,84,87
35523,China Suntien Green Energy Cor,CNE100000TW9,141405,39.77167,114.8339,Electric Plant,77,76,73,67,66,65,67,68
4589,China,,428930,43.99228,89.18137,Bank Branch,83,77,76,78,82,80,83,85
4224,China,,454515,34.37411,108.6695,Bank Branch,79,82,81,83,86,87,88,89
46168,China,,498047,32.64621,117.0151,Bank Branch,62,63,62,66,69,67,69,71
6091,China,,296190,39.9228,116.3637,Bank Branch,78,79,78,69,72,70,72,72
8920,Corning Inc.,US2193501051,70715,30.85797,114.35878,Power Plant,65,68,72,74,77,76,79,80
46274,China,,443794,36.59929,114.5397,Bank Branch,77,79,76,70,70,72,72,72
22836,China,,428147,39.10072,117.223,Bank Branch,66,67,62,58,60,59,62,62
52254,China,,418887,27.73719,112.5217,Bank Branch,68,71,72,72,75,76,77,80
37586,China,,418178,30.58724,114.3462,Bank Branch,62,65,68,69,72,70,73,74
28,China,,386736,34.67362,112.4531,Bank Branch,72,78,79,78,80,81,80,82
2375,China,,832332,41.95462,126.4359,Bank Branch,64,62,61,66,65,68,73,72
45961,China,,430154,25.05036,101.5191,Bank Branch,77,79,85,87,90,93,94,94
15851,Bank Beijing,CNE100000734,408129,39.93619,116.3048,Bank Branch,78,79,78,75,78,76,77,78
3814,China,,832024,27.2008,109.8213,Bank Branch,71,71,76,78,82,85,85,88
32991,China,,429887,25.03522,102.6756,Bank Branch,75,77,81,83,86,88,88,90
29195,China,,831451,30.9782,103.9484,Bank Branch,64,69,67,71,75,78,80,80
15186,Shanghai Pudong Development,CNE0000011B7,465779,31.27157,120.6278,Bank Branch,77,78,78,81,83,83,85,86
22938,Ping An Ins (Grp) Co. CN Ltd,CNE1000003X6,747751,22.52052,113.923,Bank Branch,68,68,66,69,72,73,74,76
42470,China,,451381,26.87829,112.6413,Bank Branch,66,70,70,70,73,74,77,78
3507,SASAC,,815000,22.54388,113.9479,Bank Branch,72,71,71,74,76,78,80,81
54592,China,,416476,34.40974,114.1928,Bank Branch,72,78,77,77,78,78,80,80
7736,Guangzhou Yuexiu Finl Hldgs Gr,CNE0000013M0,4911531,23.118437,113.323222,Company Headquarters,63,64,62,64,68,67,69,72
12250,China Vanke Co,CNE0000000T2,10195083,30.42607,114.21399,Multi-Use,65,67,73,74,78,77,80,82
10148,China,,501894,32.90778,115.8041,Bank Branch,66,72,72,72,75,75,75,76
54485,China,,832944,28.20448,112.9663,Bank Branch,67,67,69,70,74,73,75,77
11809,SASAC,,70658,31.46435,121.40473,Power Plant,69,71,72,74,78,79,80,82
40559,China,,422202,39.60313,121.4634,Bank Branch,69,72,69,72,76,75,81,81
35873,China,,449283,36.66535,116.9949,Bank Branch,73,79,77,79,77,79,80,80
39040,Hopson Dev. Holdings Ltd.,BMG4600H1198,10042284,31.46195,120.98362,Multifamily,71,73,75,78,82,84,85,87
37756,Hua Xia Bank,CNE000001FW7,581827,22.82849,108.341,Bank Branch,64,68,68,70,72,75,72,75
52231,China,,389217,40.40456,115.5176,Bank Branch,78,79,77,70,72,72,73,75
12796,China,,391466,28.63406,115.9018,Bank Branch,64,66,67,67,71,72,73,75
20200,Bank of Comms Co. Ltd.,CNE100000205,359043,26.08815,119.2861,Bank Branch,73,73,74,76,75,79,80,81
14098,KWG Group Holdings Ltd.,KYG532241042,10151785,30.47583,114.34399,Multi-Use,66,67,73,74,78,77,80,81
7771,Bank Nanjing,CNE100000627,772800,31.74571,119.5789,Bank Branch,74,77,76,78,80,80,81,82
45187,SASAC,,10201097,39.95034,116.40278,Multi-Use,78,79,78,75,78,76,77,78
7079,China Merchants Bank,CNE000001B33,319194,22.52746,113.9492,Bank Branch,72,71,71,74,76,78,80,81
22685,SASAC of Hebei Province,,73175,36.96956,114.62282,Power Plant,80,82,78,73,72,75,75,75
18017,SASAC,,466803,26.59819,105.2022,Electric Plant,67,70,70,75,79,84,86,88
55636,China,,411591,23.06667,112.4488,Bank Branch,61,65,64,65,66,65,65,69
48035,China,,420215,33.62642,119.0129,Bank Branch,64,66,64,69,70,72,71,73
29551,Kingdee Intl Software Grp,KYG525681477,4968186,22.506277,113.890102,Company Headquarters,72,71,71,74,76,78,80,81
34085,China,,798516,32.21826,114.5108,Bank Branch,70,74,76,77,80,80,82,83
36977,Industrial Bank,CNE000001QZ7,347732,37.81762,112.5558,Bank Branch,78,79,79,77,79,80,81,80
530,China,,497423,38.20672,117.03,Bank Branch,74,78,71,74,73,75,76,76
2388,SASAC,,409099,49.16557,119.4925,Electric Plant,67,67,67,70,73,73,79,82
7942,Ping An Ins (Grp) Co. CN Ltd,CNE1000003X6,748107,39.91225,116.3528,Bank Branch,78,79,78,69,72,70,72,72
35907,China,,387822,29.47575,106.435,Bank Branch,67,67,66,70,75,77,78,79
35825,China,,451453,25.79869,113.0299,Bank Branch,67,69,70,72,74,74,77,78
18014,China,,443089,39.98291,116.3054,Bank Branch,78,79,78,75,77,76,77,78
43389,Beijing Municipal People's Gov,,72822,40.40765,111.25734,Power Plant,82,84,81,82,84,83,85,86
7464,China,,425268,35.42499,116.6092,Bank Branch,76,79,77,77,76,78,78,79
38610,China,,423487,38.6722,106.3357,Bank Branch,82,81,83,83,85,85,87,88
55892,Joywise Holdings Ltd.,,10175793,30.35516,114.33694,Multi-Use,66,67,73,74,78,76,79,81
19798,Beijing Municipal People's Gov,,10187394,25.06431,102.93578,Multi-Use,77,80,84,88,91,93,94,94
24223,Bank of Comms Co. Ltd.,CNE100000205,359565,29.58977,106.5362,Bank Branch,67,67,65,69,74,77,77,80
1020,China,,443400,39.654,118.2512,Bank Branch,77,80,77,77,77,78,80,79
46736,China,,498426,27.73247,112.5342,Bank Branch,68,71,72,72,75,76,77,80
44955,Country Garden Holdings,KYG245241032,10217131,22.75691,112.97135,Multi-Use,65,67,66,67,69,70,72,74
9053,China,,390373,34.25157,117.1699,Bank Branch,56,63,62,61,63,63,65,68
19414,China,,832873,38.51872,102.191,Bank Branch,77,76,74,76,78,80,83,82
51674,China,,425672,37.0268,111.9178,Bank Branch,77,77,77,76,78,79,79,79
31516,Laishang Bank Co. Ltd.,,775030,33.4618,113.0059,Bank Branch,71,74,74,75,76,78,80,82
46728,China,,758669,32.09423,118.5107,Bank Branch,66,69,69,75,78,79,79,83
17426,China,,494895,40.76832,107.4173,Bank Branch,79,76,79,77,80,81,82,83
17984,China,,727223,18.25213,109.5005,Bank Branch,67,68,69,70,73,78,79,80
5523,China,,451373,26.85221,112.6418,Bank Branch,66,70,70,70,73,74,77,78
55844,China Guangfa Bank,,283546,23.11051,113.8551,Bank Branch,64,64,62,66,68,68,70,72
52876,Yuexiu Property Co. Ltd.,HK0000745908,10195688,23.18826,113.46891,Residential,67,69,68,70,74,74,76,78
9147,China,,419190,43.87891,125.377,Bank Branch,79,80,79,81,82,81,86,86
35903,China,,387189,34.27217,108.9632,Bank Branch,77,79,78,79,82,82,83,85
43702,China,,807986,42.28016,119.8991,Bank Branch,62,62,60,65,69,64,70,72
39458,China,,582595,36.06793,103.7738,Bank Branch,56,57,61,57,68,69,72,74
42268,China Merchants Bank,CNE000001B33,874314,31.25844,121.6176,Bank Branch,72,73,75,77,80,81,83,84
